"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|CZ","Actual Total Load [MW] - BZN|CZ"
"10.10.2022 18:00 - 10.10.2022 19:00","7884","7826"
"10.10.2022 19:00 - 10.10.2022 20:00","8043","7984"
"10.10.2022 20:00 - 10.10.2022 21:00","7723","7615"
"10.10.2022 21:00 - 10.10.2022 22:00","7230","7135"
"10.10.2022 22:00 - 10.10.2022 23:00","6799","6752"
"10.10.2022 23:00 - 11.10.2022 00:00","6364","6365"
"11.10.2022 00:00 - 11.10.2022 01:00","6114","6069"
"11.10.2022 01:00 - 11.10.2022 02:00","6126","6109"
"11.10.2022 02:00 - 11.10.2022 03:00","6013","5960"
"11.10.2022 03:00 - 11.10.2022 04:00","5962","5895"
"11.10.2022 04:00 - 11.10.2022 05:00","6061","6005"
"11.10.2022 05:00 - 11.10.2022 06:00","6571","6495"
"11.10.2022 06:00 - 11.10.2022 07:00","7621","7639"
"11.10.2022 07:00 - 11.10.2022 08:00","8097","8060"
"11.10.2022 08:00 - 11.10.2022 09:00","8211","8137"
"11.10.2022 09:00 - 11.10.2022 10:00","8308","8204"
"11.10.2022 10:00 - 11.10.2022 11:00","8216","8052"
"11.10.2022 11:00 - 11.10.2022 12:00","8189","8082"
"11.10.2022 12:00 - 11.10.2022 13:00","8201","8063"
"11.10.2022 13:00 - 11.10.2022 14:00","8100","7977"
"11.10.2022 14:00 - 11.10.2022 15:00","7950","7834"
"11.10.2022 15:00 - 11.10.2022 16:00","7934","7768"
"11.10.2022 16:00 - 11.10.2022 17:00","7874","7688"
"11.10.2022 17:00 - 11.10.2022 18:00","7834","7677"
"11.10.2022 18:00 - 11.10.2022 19:00","7949","7846"
"11.10.2022 19:00 - 11.10.2022 20:00","8066","8004"
"11.10.2022 20:00 - 11.10.2022 21:00","7767","7635"
"11.10.2022 21:00 - 11.10.2022 22:00","7269","7121"
"11.10.2022 22:00 - 11.10.2022 23:00","6848","6768"
"11.10.2022 23:00 - 12.10.2022 00:00","6420","6365"
"12.10.2022 00:00 - 12.10.2022 01:00","6106","6085"
"12.10.2022 01:00 - 12.10.2022 02:00","6135","6119"
"12.10.2022 02:00 - 12.10.2022 03:00","6023","5972"
"12.10.2022 03:00 - 12.10.2022 04:00","5957","5844"
"12.10.2022 04:00 - 12.10.2022 05:00","6061","5965"
"12.10.2022 05:00 - 12.10.2022 06:00","6582","6489"
"12.10.2022 06:00 - 12.10.2022 07:00","7705","7716"
"12.10.2022 07:00 - 12.10.2022 08:00","8170","8169"
"12.10.2022 08:00 - 12.10.2022 09:00","8290","8287"
"12.10.2022 09:00 - 12.10.2022 10:00","8384","8341"
"12.10.2022 10:00 - 12.10.2022 11:00","8302","8109"
"12.10.2022 11:00 - 12.10.2022 12:00","8264","8081"
"12.10.2022 12:00 - 12.10.2022 13:00","8261","8043"
"12.10.2022 13:00 - 12.10.2022 14:00","8166","7961"
"12.10.2022 14:00 - 12.10.2022 15:00","7989","7849"
"12.10.2022 15:00 - 12.10.2022 16:00","7956","7815"
"12.10.2022 16:00 - 12.10.2022 17:00","7894","7720"
"12.10.2022 17:00 - 12.10.2022 18:00","7866","7742"
"12.10.2022 18:00 - 12.10.2022 19:00","8080","7953"
"12.10.2022 19:00 - 12.10.2022 20:00","8173","8138"
"12.10.2022 20:00 - 12.10.2022 21:00","7848","7768"
"12.10.2022 21:00 - 12.10.2022 22:00","7327","7275"
"12.10.2022 22:00 - 12.10.2022 23:00","6893","6834"
"12.10.2022 23:00 - 13.10.2022 00:00","6469","6390"
"13.10.2022 00:00 - 13.10.2022 01:00","6181","6143"
"13.10.2022 01:00 - 13.10.2022 02:00","6198","6188"
"13.10.2022 02:00 - 13.10.2022 03:00","6080","6050"
"13.10.2022 03:00 - 13.10.2022 04:00","6003","5945"
"13.10.2022 04:00 - 13.10.2022 05:00","6118","6084"
"13.10.2022 05:00 - 13.10.2022 06:00","6658","6617"
"13.10.2022 06:00 - 13.10.2022 07:00","7760","7847"
"13.10.2022 07:00 - 13.10.2022 08:00","8270","8299"
"13.10.2022 08:00 - 13.10.2022 09:00","8342","8430"
"13.10.2022 09:00 - 13.10.2022 10:00","8417","8449"
"13.10.2022 10:00 - 13.10.2022 11:00","8302","8285"
"13.10.2022 11:00 - 13.10.2022 12:00","8245","8209"
"13.10.2022 12:00 - 13.10.2022 13:00","8238","8139"
"13.10.2022 13:00 - 13.10.2022 14:00","8129","8039"
"13.10.2022 14:00 - 13.10.2022 15:00","7974","7874"
"13.10.2022 15:00 - 13.10.2022 16:00","7950","7850"
"13.10.2022 16:00 - 13.10.2022 17:00","7902","7800"
"13.10.2022 17:00 - 13.10.2022 18:00","7891","7857"
"13.10.2022 18:00 - 13.10.2022 19:00","8085","7995"
"13.10.2022 19:00 - 13.10.2022 20:00","8163","8036"
"13.10.2022 20:00 - 13.10.2022 21:00","7819","7660"
"13.10.2022 21:00 - 13.10.2022 22:00","7284","7169"
"13.10.2022 22:00 - 13.10.2022 23:00","6860","6846"
"13.10.2022 23:00 - 14.10.2022 00:00","6429","6426"
"14.10.2022 00:00 - 14.10.2022 01:00","6163","6102"
"14.10.2022 01:00 - 14.10.2022 02:00","6170","6095"
"14.10.2022 02:00 - 14.10.2022 03:00","6052","5966"
"14.10.2022 03:00 - 14.10.2022 04:00","5959","5865"
"14.10.2022 04:00 - 14.10.2022 05:00","6062","5969"
"14.10.2022 05:00 - 14.10.2022 06:00","6560","6504"
"14.10.2022 06:00 - 14.10.2022 07:00","7661","7631"
"14.10.2022 07:00 - 14.10.2022 08:00","8150","8113"
"14.10.2022 08:00 - 14.10.2022 09:00","8267","8229"
"14.10.2022 09:00 - 14.10.2022 10:00","8368","8319"
"14.10.2022 10:00 - 14.10.2022 11:00","8276","8201"
"14.10.2022 11:00 - 14.10.2022 12:00","8224","8180"
"14.10.2022 12:00 - 14.10.2022 13:00","8177","8140"
"14.10.2022 13:00 - 14.10.2022 14:00","8037","8058"
"14.10.2022 14:00 - 14.10.2022 15:00","7857","7834"
"14.10.2022 15:00 - 14.10.2022 16:00","7812","7780"
"14.10.2022 16:00 - 14.10.2022 17:00","7733","7713"
"14.10.2022 17:00 - 14.10.2022 18:00","7674","7701"
"14.10.2022 18:00 - 14.10.2022 19:00","7820","7817"
"14.10.2022 19:00 - 14.10.2022 20:00","7831","7794"
"14.10.2022 20:00 - 14.10.2022 21:00","7454","7341"
"14.10.2022 21:00 - 14.10.2022 22:00","6914","6822"
"14.10.2022 22:00 - 14.10.2022 23:00","6430","6319"
"14.10.2022 23:00 - 15.10.2022 00:00","6014","5940"
"15.10.2022 00:00 - 15.10.2022 01:00","5672","5553"
"15.10.2022 01:00 - 15.10.2022 02:00","5555","5431"
"15.10.2022 02:00 - 15.10.2022 03:00","5509","5407"
"15.10.2022 03:00 - 15.10.2022 04:00","5479","5330"
"15.10.2022 04:00 - 15.10.2022 05:00","5516","5366"
"15.10.2022 05:00 - 15.10.2022 06:00","5621","5390"
"15.10.2022 06:00 - 15.10.2022 07:00","5947","5689"
"15.10.2022 07:00 - 15.10.2022 08:00","6255","6014"
"15.10.2022 08:00 - 15.10.2022 09:00","6632","6401"
"15.10.2022 09:00 - 15.10.2022 10:00","6986","6770"
"15.10.2022 10:00 - 15.10.2022 11:00","7232","7041"
"15.10.2022 11:00 - 15.10.2022 12:00","7377","7175"
"15.10.2022 12:00 - 15.10.2022 13:00","7207","6957"
"15.10.2022 13:00 - 15.10.2022 14:00","7030","6830"
"15.10.2022 14:00 - 15.10.2022 15:00","6844","6713"
"15.10.2022 15:00 - 15.10.2022 16:00","6738","6617"
"15.10.2022 16:00 - 15.10.2022 17:00","6664","6545"
"15.10.2022 17:00 - 15.10.2022 18:00","6565","6425"
"15.10.2022 18:00 - 15.10.2022 19:00","6818","6640"
"15.10.2022 19:00 - 15.10.2022 20:00","6808","6612"
"15.10.2022 20:00 - 15.10.2022 21:00","6539","6334"
"15.10.2022 21:00 - 15.10.2022 22:00","6165","6004"
"15.10.2022 22:00 - 15.10.2022 23:00","5913","5779"
"15.10.2022 23:00 - 16.10.2022 00:00","5591","5460"
"16.10.2022 00:00 - 16.10.2022 01:00","5246","5195"
"16.10.2022 01:00 - 16.10.2022 02:00","5137","5087"
"16.10.2022 02:00 - 16.10.2022 03:00","5103","5081"
"16.10.2022 03:00 - 16.10.2022 04:00","5054","5014"
"16.10.2022 04:00 - 16.10.2022 05:00","5080","4985"
"16.10.2022 05:00 - 16.10.2022 06:00","5109","4995"
"16.10.2022 06:00 - 16.10.2022 07:00","5328","5227"
"16.10.2022 07:00 - 16.10.2022 08:00","5631","5525"
"16.10.2022 08:00 - 16.10.2022 09:00","6074","5944"
"16.10.2022 09:00 - 16.10.2022 10:00","6540","6327"
"16.10.2022 10:00 - 16.10.2022 11:00","6836","6621"
"16.10.2022 11:00 - 16.10.2022 12:00","6928","6772"
"16.10.2022 12:00 - 16.10.2022 13:00","6721","6585"
"16.10.2022 13:00 - 16.10.2022 14:00","6583","6541"
"16.10.2022 14:00 - 16.10.2022 15:00","6441","6379"
"16.10.2022 15:00 - 16.10.2022 16:00","6412","6298"
"16.10.2022 16:00 - 16.10.2022 17:00","6390","6287"
"16.10.2022 17:00 - 16.10.2022 18:00","6369","6251"
"16.10.2022 18:00 - 16.10.2022 19:00","6901","6765"
"16.10.2022 19:00 - 16.10.2022 20:00","6952","6917"
"16.10.2022 20:00 - 16.10.2022 21:00","6733","6707"
"16.10.2022 21:00 - 16.10.2022 22:00","6405","6395"
"16.10.2022 22:00 - 16.10.2022 23:00","6251","6247"
"16.10.2022 23:00 - 17.10.2022 00:00","5943","5840"
"17.10.2022 00:00 - 17.10.2022 01:00","5765","5615"
"17.10.2022 01:00 - 17.10.2022 02:00","5787","5673"
"17.10.2022 02:00 - 17.10.2022 03:00","5660","5548"
"17.10.2022 03:00 - 17.10.2022 04:00","5563","5477"
"17.10.2022 04:00 - 17.10.2022 05:00","5664","5644"
"17.10.2022 05:00 - 17.10.2022 06:00","6199","6179"
"17.10.2022 06:00 - 17.10.2022 07:00","7405","7481"
"17.10.2022 07:00 - 17.10.2022 08:00","7965","7996"
"17.10.2022 08:00 - 17.10.2022 09:00","8074","8111"
"17.10.2022 09:00 - 17.10.2022 10:00","8161","8131"
"17.10.2022 10:00 - 17.10.2022 11:00","8052","7967"
"17.10.2022 11:00 - 17.10.2022 12:00","8036","7970"
"17.10.2022 12:00 - 17.10.2022 13:00","8035","8004"
"17.10.2022 13:00 - 17.10.2022 14:00","7918","7885"
"17.10.2022 14:00 - 17.10.2022 15:00","7738","7732"
"17.10.2022 15:00 - 17.10.2022 16:00","7696","7468"
"17.10.2022 16:00 - 17.10.2022 17:00","7640","7361"
"17.10.2022 17:00 - 17.10.2022 18:00","7609","7385"
"17.10.2022 18:00 - 17.10.2022 19:00","7968","7441"
"17.10.2022 19:00 - 17.10.2022 20:00","7936","7486"
"17.10.2022 20:00 - 17.10.2022 21:00","7600","7219"
"17.10.2022 21:00 - 17.10.2022 22:00","7089","6829"
"17.10.2022 22:00 - 17.10.2022 23:00","6673","6569"
"17.10.2022 23:00 - 18.10.2022 00:00","6245","6186"
"18.10.2022 00:00 - 18.10.2022 01:00","5982","5922"
"18.10.2022 01:00 - 18.10.2022 02:00","5995","5996"
"18.10.2022 02:00 - 18.10.2022 03:00","5884","5898"
"18.10.2022 03:00 - 18.10.2022 04:00","5808","5846"
"18.10.2022 04:00 - 18.10.2022 05:00","5935","5972"
"18.10.2022 05:00 - 18.10.2022 06:00","6429","6344"
"18.10.2022 06:00 - 18.10.2022 07:00","7535","7385"
"18.10.2022 07:00 - 18.10.2022 08:00","8046","7752"
"18.10.2022 08:00 - 18.10.2022 09:00","8142","7914"
"18.10.2022 09:00 - 18.10.2022 10:00","8229","8085"
"18.10.2022 10:00 - 18.10.2022 11:00","8124","7958"
"18.10.2022 11:00 - 18.10.2022 12:00","8087","7965"
"18.10.2022 12:00 - 18.10.2022 13:00","8076","7933"
"18.10.2022 13:00 - 18.10.2022 14:00","7985","7904"
"18.10.2022 14:00 - 18.10.2022 15:00","7829","7733"
"18.10.2022 15:00 - 18.10.2022 16:00","7790","7683"
"18.10.2022 16:00 - 18.10.2022 17:00","7747","7669"
"18.10.2022 17:00 - 18.10.2022 18:00","7755","7809"
"18.10.2022 18:00 - 18.10.2022 19:00","8044","7715"
"18.10.2022 19:00 - 18.10.2022 20:00","8031","7672"
"18.10.2022 20:00 - 18.10.2022 21:00","7697","7407"
"18.10.2022 21:00 - 18.10.2022 22:00","7175","7015"
"18.10.2022 22:00 - 18.10.2022 23:00","6751","6609"
"18.10.2022 23:00 - 19.10.2022 00:00","6307","6292"
"19.10.2022 00:00 - 19.10.2022 01:00","6010","6032"
"19.10.2022 01:00 - 19.10.2022 02:00","6015","6091"
"19.10.2022 02:00 - 19.10.2022 03:00","5925","5899"
"19.10.2022 03:00 - 19.10.2022 04:00","5837","5837"
"19.10.2022 04:00 - 19.10.2022 05:00","5938","5942"
"19.10.2022 05:00 - 19.10.2022 06:00","6400","6355"
"19.10.2022 06:00 - 19.10.2022 07:00","7460","7518"
"19.10.2022 07:00 - 19.10.2022 08:00","8002","7881"
"19.10.2022 08:00 - 19.10.2022 09:00","8169","7960"
"19.10.2022 09:00 - 19.10.2022 10:00","8282","8008"
"19.10.2022 10:00 - 19.10.2022 11:00","8190","7837"
"19.10.2022 11:00 - 19.10.2022 12:00","8174","7973"
"19.10.2022 12:00 - 19.10.2022 13:00","8179","8022"
"19.10.2022 13:00 - 19.10.2022 14:00","8068","8004"
"19.10.2022 14:00 - 19.10.2022 15:00","7915","7838"
"19.10.2022 15:00 - 19.10.2022 16:00","7829","7757"
"19.10.2022 16:00 - 19.10.2022 17:00","7763","7667"
"19.10.2022 17:00 - 19.10.2022 18:00","7779","7674"
"19.10.2022 18:00 - 19.10.2022 19:00","8045","7868"
"19.10.2022 19:00 - 19.10.2022 20:00","7987","7886"
"19.10.2022 20:00 - 19.10.2022 21:00","7638","7528"
"19.10.2022 21:00 - 19.10.2022 22:00","7155","7093"
"19.10.2022 22:00 - 19.10.2022 23:00","6772","6865"
"19.10.2022 23:00 - 20.10.2022 00:00","6367","6560"
"20.10.2022 00:00 - 20.10.2022 01:00","6168","6290"
"20.10.2022 01:00 - 20.10.2022 02:00","6214","6329"
"20.10.2022 02:00 - 20.10.2022 03:00","6105","6209"
"20.10.2022 03:00 - 20.10.2022 04:00","6035","6115"
"20.10.2022 04:00 - 20.10.2022 05:00","6162","6233"
"20.10.2022 05:00 - 20.10.2022 06:00","6684","6825"
"20.10.2022 06:00 - 20.10.2022 07:00","7803","7969"
"20.10.2022 07:00 - 20.10.2022 08:00","8286","8282"
"20.10.2022 08:00 - 20.10.2022 09:00","8384","8334"
"20.10.2022 09:00 - 20.10.2022 10:00","8429","8411"
"20.10.2022 10:00 - 20.10.2022 11:00","8298","8262"
"20.10.2022 11:00 - 20.10.2022 12:00","8208","8224"
"20.10.2022 12:00 - 20.10.2022 13:00","8211","8242"
"20.10.2022 13:00 - 20.10.2022 14:00","8123","8118"
"20.10.2022 14:00 - 20.10.2022 15:00","7930","7949"
"20.10.2022 15:00 - 20.10.2022 16:00","7891","7889"
"20.10.2022 16:00 - 20.10.2022 17:00","7834","7738"
"20.10.2022 17:00 - 20.10.2022 18:00","7872","7877"
"20.10.2022 18:00 - 20.10.2022 19:00","8182","8039"
"20.10.2022 19:00 - 20.10.2022 20:00","8115","7962"
"20.10.2022 20:00 - 20.10.2022 21:00","7787","7549"
"20.10.2022 21:00 - 20.10.2022 22:00","7282","7193"
"20.10.2022 22:00 - 20.10.2022 23:00","6849","6841"
"20.10.2022 23:00 - 21.10.2022 00:00","6442","6445"
"21.10.2022 00:00 - 21.10.2022 01:00","6198","6151"
"21.10.2022 01:00 - 21.10.2022 02:00","6210","6183"
"21.10.2022 02:00 - 21.10.2022 03:00","6093","6049"
"21.10.2022 03:00 - 21.10.2022 04:00","6002","5925"
"21.10.2022 04:00 - 21.10.2022 05:00","6109","6057"
"21.10.2022 05:00 - 21.10.2022 06:00","6622","6599"
"21.10.2022 06:00 - 21.10.2022 07:00","7718","7661"
"21.10.2022 07:00 - 21.10.2022 08:00","8174","8130"
"21.10.2022 08:00 - 21.10.2022 09:00","8276","8118"
"21.10.2022 09:00 - 21.10.2022 10:00","8341","8329"
"21.10.2022 10:00 - 21.10.2022 11:00","8199","8250"
"21.10.2022 11:00 - 21.10.2022 12:00","8174","8286"
"21.10.2022 12:00 - 21.10.2022 13:00","8159","8268"
"21.10.2022 13:00 - 21.10.2022 14:00","8058","8213"
"21.10.2022 14:00 - 21.10.2022 15:00","7878","8045"
"21.10.2022 15:00 - 21.10.2022 16:00","7832","8109"
"21.10.2022 16:00 - 21.10.2022 17:00","7788","7786"
"21.10.2022 17:00 - 21.10.2022 18:00","7758","7747"
"21.10.2022 18:00 - 21.10.2022 19:00","7860","7715"
"21.10.2022 19:00 - 21.10.2022 20:00","7780","7589"
"21.10.2022 20:00 - 21.10.2022 21:00","7396","7290"
"21.10.2022 21:00 - 21.10.2022 22:00","6840","6854"
"21.10.2022 22:00 - 21.10.2022 23:00","6413","6504"
"21.10.2022 23:00 - 22.10.2022 00:00","6021","6142"
"22.10.2022 00:00 - 22.10.2022 01:00","5627","5789"
"22.10.2022 01:00 - 22.10.2022 02:00","5518","5683"
"22.10.2022 02:00 - 22.10.2022 03:00","5490","5577"
"22.10.2022 03:00 - 22.10.2022 04:00","5434","5608"
"22.10.2022 04:00 - 22.10.2022 05:00","5473","5657"
"22.10.2022 05:00 - 22.10.2022 06:00","5573","5719"
"22.10.2022 06:00 - 22.10.2022 07:00","5875","6079"
"22.10.2022 07:00 - 22.10.2022 08:00","6192","6411"
"22.10.2022 08:00 - 22.10.2022 09:00","6545","6662"
"22.10.2022 09:00 - 22.10.2022 10:00","6899","7049"
"22.10.2022 10:00 - 22.10.2022 11:00","7116","7467"
"22.10.2022 11:00 - 22.10.2022 12:00","7244","7646"
"22.10.2022 12:00 - 22.10.2022 13:00","7110","7417"
"22.10.2022 13:00 - 22.10.2022 14:00","6960","7305"
"22.10.2022 14:00 - 22.10.2022 15:00","6814","7127"
"22.10.2022 15:00 - 22.10.2022 16:00","6746","7069"
"22.10.2022 16:00 - 22.10.2022 17:00","6640","6928"
"22.10.2022 17:00 - 22.10.2022 18:00","6595","6592"
"22.10.2022 18:00 - 22.10.2022 19:00","6837","6867"
"22.10.2022 19:00 - 22.10.2022 20:00","6738","6772"
"22.10.2022 20:00 - 22.10.2022 21:00","6470","6645"
"22.10.2022 21:00 - 22.10.2022 22:00","6141","6333"
"22.10.2022 22:00 - 22.10.2022 23:00","5892","6056"
"22.10.2022 23:00 - 23.10.2022 00:00","5567","5748"
"23.10.2022 00:00 - 23.10.2022 01:00","5334","5428"
"23.10.2022 01:00 - 23.10.2022 02:00","5259","5343"
"23.10.2022 02:00 - 23.10.2022 03:00","5227","5321"
"23.10.2022 03:00 - 23.10.2022 04:00","5221","5281"
"23.10.2022 04:00 - 23.10.2022 05:00","5234","5304"
"23.10.2022 05:00 - 23.10.2022 06:00","5246","5310"
"23.10.2022 06:00 - 23.10.2022 07:00","5498","5469"
"23.10.2022 07:00 - 23.10.2022 08:00","5768","5779"
"23.10.2022 08:00 - 23.10.2022 09:00","6172","6189"
"23.10.2022 09:00 - 23.10.2022 10:00","6583","6594"
"23.10.2022 10:00 - 23.10.2022 11:00","6852","6972"
"23.10.2022 11:00 - 23.10.2022 12:00","6954","7092"
"23.10.2022 12:00 - 23.10.2022 13:00","6741","6813"
"23.10.2022 13:00 - 23.10.2022 14:00","6599","6671"
"23.10.2022 14:00 - 23.10.2022 15:00","6447","6599"
"23.10.2022 15:00 - 23.10.2022 16:00","6410","6530"
"23.10.2022 16:00 - 23.10.2022 17:00","6315","6502"
"23.10.2022 17:00 - 23.10.2022 18:00","6346","6448"
"23.10.2022 18:00 - 23.10.2022 19:00","6934","7042"
"23.10.2022 19:00 - 23.10.2022 20:00","6957","7024"
"23.10.2022 20:00 - 23.10.2022 21:00","6808","6853"
"23.10.2022 21:00 - 23.10.2022 22:00","6510","6521"
"23.10.2022 22:00 - 23.10.2022 23:00","6363","6433"
"23.10.2022 23:00 - 24.10.2022 00:00","6049","6225"
"24.10.2022 00:00 - 24.10.2022 01:00","5901","6030"
"24.10.2022 01:00 - 24.10.2022 02:00","5945","6027"
"24.10.2022 02:00 - 24.10.2022 03:00","5818","5900"
"24.10.2022 03:00 - 24.10.2022 04:00","5717","5807"
"24.10.2022 04:00 - 24.10.2022 05:00","5821","5989"
"24.10.2022 05:00 - 24.10.2022 06:00","6371","6511"
"24.10.2022 06:00 - 24.10.2022 07:00","7537","7757"
"24.10.2022 07:00 - 24.10.2022 08:00","8082","8156"
"24.10.2022 08:00 - 24.10.2022 09:00","8267","8310"
"24.10.2022 09:00 - 24.10.2022 10:00","8353","8312"
"24.10.2022 10:00 - 24.10.2022 11:00","8298","8446"
"24.10.2022 11:00 - 24.10.2022 12:00","8278","8484"
"24.10.2022 12:00 - 24.10.2022 13:00","8278","8516"
"24.10.2022 13:00 - 24.10.2022 14:00","8202","8445"
"24.10.2022 14:00 - 24.10.2022 15:00","8032","8318"
"24.10.2022 15:00 - 24.10.2022 16:00","8023","8347"
"24.10.2022 16:00 - 24.10.2022 17:00","7982","8286"
"24.10.2022 17:00 - 24.10.2022 18:00","7960","8137"
"24.10.2022 18:00 - 24.10.2022 19:00","8085","8201"
"24.10.2022 19:00 - 24.10.2022 20:00","8027","8054"
"24.10.2022 20:00 - 24.10.2022 21:00","7719","7631"
"24.10.2022 21:00 - 24.10.2022 22:00","7206","7296"
"24.10.2022 22:00 - 24.10.2022 23:00","6775","6929"
"24.10.2022 23:00 - 25.10.2022 00:00","6341","6533"
"25.10.2022 00:00 - 25.10.2022 01:00","6137","6331"
"25.10.2022 01:00 - 25.10.2022 02:00","6159","6332"
"25.10.2022 02:00 - 25.10.2022 03:00","6045","6152"
"25.10.2022 03:00 - 25.10.2022 04:00","5956","6033"
"25.10.2022 04:00 - 25.10.2022 05:00","6077","6122"
"25.10.2022 05:00 - 25.10.2022 06:00","6579","6638"
"25.10.2022 06:00 - 25.10.2022 07:00","7688","7690"
"25.10.2022 07:00 - 25.10.2022 08:00","8171","8216"
"25.10.2022 08:00 - 25.10.2022 09:00","8269","8288"
"25.10.2022 09:00 - 25.10.2022 10:00","8327","8231"
"25.10.2022 10:00 - 25.10.2022 11:00","8226","8331"
"25.10.2022 11:00 - 25.10.2022 12:00","8202","8428"
"25.10.2022 12:00 - 25.10.2022 13:00","8162","8436"
"25.10.2022 13:00 - 25.10.2022 14:00","8053","8299"
"25.10.2022 14:00 - 25.10.2022 15:00","7907","8084"
"25.10.2022 15:00 - 25.10.2022 16:00","7825","7986"
"25.10.2022 16:00 - 25.10.2022 17:00","7758","7860"
"25.10.2022 17:00 - 25.10.2022 18:00","7773","7797"
"25.10.2022 18:00 - 25.10.2022 19:00","8045","8100"
"25.10.2022 19:00 - 25.10.2022 20:00","8000","8049"
"25.10.2022 20:00 - 25.10.2022 21:00","7692","7784"
"25.10.2022 21:00 - 25.10.2022 22:00","7172","7310"
"25.10.2022 22:00 - 25.10.2022 23:00","6771","6987"
"25.10.2022 23:00 - 26.10.2022 00:00","6384","6594"
"26.10.2022 00:00 - 26.10.2022 01:00","6261","6333"
"26.10.2022 01:00 - 26.10.2022 02:00","6277","6342"
"26.10.2022 02:00 - 26.10.2022 03:00","6141","6203"
"26.10.2022 03:00 - 26.10.2022 04:00","6041","6146"
"26.10.2022 04:00 - 26.10.2022 05:00","6142","6271"
"26.10.2022 05:00 - 26.10.2022 06:00","6658","6722"
"26.10.2022 06:00 - 26.10.2022 07:00","7702","7620"
"26.10.2022 07:00 - 26.10.2022 08:00","8208","7929"
"26.10.2022 08:00 - 26.10.2022 09:00","8312","8068"
"26.10.2022 09:00 - 26.10.2022 10:00","8327","8308"
"26.10.2022 10:00 - 26.10.2022 11:00","8269","8202"
"26.10.2022 11:00 - 26.10.2022 12:00","8228","8398"
"26.10.2022 12:00 - 26.10.2022 13:00","8228","8359"
"26.10.2022 13:00 - 26.10.2022 14:00","8129","8284"
"26.10.2022 14:00 - 26.10.2022 15:00","7987","8073"
"26.10.2022 15:00 - 26.10.2022 16:00","7964","8022"
"26.10.2022 16:00 - 26.10.2022 17:00","7898","7712"
"26.10.2022 17:00 - 26.10.2022 18:00","7895","7756"
"26.10.2022 18:00 - 26.10.2022 19:00","8127","8034"
"26.10.2022 19:00 - 26.10.2022 20:00","8041","8003"
"26.10.2022 20:00 - 26.10.2022 21:00","7688","7683"
"26.10.2022 21:00 - 26.10.2022 22:00","7244","7373"
"26.10.2022 22:00 - 26.10.2022 23:00","6841","7097"
"26.10.2022 23:00 - 27.10.2022 00:00","6424","6658"
"27.10.2022 00:00 - 27.10.2022 01:00","6244","6370"
"27.10.2022 01:00 - 27.10.2022 02:00","6243","6355"
"27.10.2022 02:00 - 27.10.2022 03:00","6110","6208"
"27.10.2022 03:00 - 27.10.2022 04:00","6023","6152"
"27.10.2022 04:00 - 27.10.2022 05:00","6120","6248"
"27.10.2022 05:00 - 27.10.2022 06:00","6605","6632"
"27.10.2022 06:00 - 27.10.2022 07:00","7605","7404"
"27.10.2022 07:00 - 27.10.2022 08:00","8087","7779"
"27.10.2022 08:00 - 27.10.2022 09:00","8219","7804"
"27.10.2022 09:00 - 27.10.2022 10:00","8248","8112"
"27.10.2022 10:00 - 27.10.2022 11:00","8211","8278"
"27.10.2022 11:00 - 27.10.2022 12:00","8183","8268"
"27.10.2022 12:00 - 27.10.2022 13:00","8156","8210"
"27.10.2022 13:00 - 27.10.2022 14:00","8031","8067"
"27.10.2022 14:00 - 27.10.2022 15:00","7833","7817"
"27.10.2022 15:00 - 27.10.2022 16:00","7775","7766"
"27.10.2022 16:00 - 27.10.2022 17:00","7713","7621"
"27.10.2022 17:00 - 27.10.2022 18:00","7714","7605"
"27.10.2022 18:00 - 27.10.2022 19:00","7990","7802"
"27.10.2022 19:00 - 27.10.2022 20:00","7942","7738"
"27.10.2022 20:00 - 27.10.2022 21:00","7670","7457"
"27.10.2022 21:00 - 27.10.2022 22:00","7181","6882"
"27.10.2022 22:00 - 27.10.2022 23:00","6796","6574"
"27.10.2022 23:00 - 28.10.2022 00:00","6374","6202"
"28.10.2022 00:00 - 28.10.2022 01:00","5946","5792"
"28.10.2022 01:00 - 28.10.2022 02:00","5786","5623"
"28.10.2022 02:00 - 28.10.2022 03:00","5738","5564"
"28.10.2022 03:00 - 28.10.2022 04:00","5773","5588"
"28.10.2022 04:00 - 28.10.2022 05:00","5822","5654"
"28.10.2022 05:00 - 28.10.2022 06:00","5831","5708"
"28.10.2022 06:00 - 28.10.2022 07:00","6022","5843"
"28.10.2022 07:00 - 28.10.2022 08:00","6324","6047"
"28.10.2022 08:00 - 28.10.2022 09:00","6615","6337"
"28.10.2022 09:00 - 28.10.2022 10:00","6974","6731"
"28.10.2022 10:00 - 28.10.2022 11:00","7174","7120"
"28.10.2022 11:00 - 28.10.2022 12:00","7355","7254"
"28.10.2022 12:00 - 28.10.2022 13:00","7177","7085"
"28.10.2022 13:00 - 28.10.2022 14:00","7018","6935"
"28.10.2022 14:00 - 28.10.2022 15:00","6823","6833"
"28.10.2022 15:00 - 28.10.2022 16:00","6710","6782"
"28.10.2022 16:00 - 28.10.2022 17:00","6617","6703"
